REL_ID:IGNORE|:TYPE|creationDate:Date|:START_ID|:END_ID
1483|isLocatedIn|2012-08-31|801030792151558|500000000000092
1494|isLocatedIn|2012-08-31|801030792151559|500000000000000
1500|isLocatedIn|2012-08-31|801030792151560|500000000000092
1506|isLocatedIn|2012-09-01|801030792151561|500000000000004
1512|isLocatedIn|2012-08-31|801030792151562|500000000000004
1518|isLocatedIn|2012-08-31|801030792151563|500000000000100
1523|isLocatedIn|2012-08-31|801030792151564|500000000000056
1531|isLocatedIn|2012-09-01|801030792151565|500000000000060
1536|isLocatedIn|2012-09-01|801030792151566|500000000000050
1542|isLocatedIn|2012-09-01|801030792151567|500000000000092
1547|isLocatedIn|2012-09-01|801030792151568|500000000000050
1553|isLocatedIn|2012-09-01|801030792151569|500000000000092
1560|isLocatedIn|2012-09-01|801030792151570|500000000000092
1565|isLocatedIn|2012-09-01|801030792151571|500000000000035
1572|isLocatedIn|2012-09-01|801030792151572|500000000000056
1578|isLocatedIn|2012-08-31|801030792151573|500000000000004
1584|isLocatedIn|2012-08-24|801030792151575|500000000000050
1590|isLocatedIn|2012-08-23|801030792151576|500000000000000
1597|isLocatedIn|2012-08-24|801030792151577|500000000000000
1603|isLocatedIn|2012-08-24|801030792151578|500000000000004
1609|isLocatedIn|2012-08-24|801030792151579|500000000000050
1616|isLocatedIn|2012-08-24|801030792151580|500000000000050
1624|isLocatedIn|2012-08-24|801030792151581|500000000000056
1632|isLocatedIn|2012-08-24|801030792151582|500000000000086
1640|isLocatedIn|2012-08-24|801030792151583|500000000000100
1648|isLocatedIn|2012-08-24|801030792151584|500000000000100
1655|isLocatedIn|2012-08-23|801030792151585|500000000000050
1663|isLocatedIn|2012-08-24|801030792151586|500000000000094
1670|isLocatedIn|2012-08-24|801030792151587|500000000000086
1679|isLocatedIn|2012-08-24|801030792151588|500000000000050
1688|isLocatedIn|2012-08-24|801030792151589|500000000000092
1692|isLocatedIn|2012-08-24|801030792151590|500000000000049
1702|isLocatedIn|2012-07-02|800962072674856|500000000000100
1709|isLocatedIn|2012-07-02|800962072674857|500000000000050
1718|isLocatedIn|2012-07-02|800962072674858|500000000000046
1725|isLocatedIn|2012-07-02|800962072674859|500000000000100
1734|isLocatedIn|2012-07-02|800962072674860|500000000000100
1742|isLocatedIn|2012-07-02|800962072674861|500000000000050
1750|isLocatedIn|2012-07-02|800962072674862|500000000000086
1756|isLocatedIn|2012-07-03|800962072674863|500000000000056
1766|isLocatedIn|2012-07-02|800962072674864|500000000000100
1772|isLocatedIn|2012-07-02|800962072674865|500000000000050
1780|isLocatedIn|2012-07-02|800962072674866|500000000000086
1791|isLocatedIn|2012-07-02|800962072674867|500000000000086
1799|isLocatedIn|2012-07-02|800962072674868|500000000000086
1806|isLocatedIn|2012-07-02|800962072674869|500000000000086
1812|isLocatedIn|2012-07-02|800962072674870|500000000000056
1822|isLocatedIn|2012-07-02|800962072674871|500000000000100
1831|isLocatedIn|2012-07-17|801030792152545|500000000000050
1843|isLocatedIn|2012-07-17|801030792152546|500000000000060
1854|isLocatedIn|2012-07-17|801030792152547|500000000000060
1860|isLocatedIn|2012-07-17|801030792152548|500000000000060
1867|isLocatedIn|2012-07-17|801030792152549|500000000000060
1875|isLocatedIn|2012-07-17|801030792152550|500000000000060
1883|isLocatedIn|2011-10-17|800687194768872|500000000000092
1890|isLocatedIn|2011-10-17|800687194768873|500000000000009
1897|isLocatedIn|2011-10-16|800687194768874|500000000000092
1903|isLocatedIn|2011-10-16|800687194768875|500000000000092
1907|isLocatedIn|2011-10-17|800687194768876|500000000000092
1920|isLocatedIn|2011-10-17|800687194768877|500000000000092
1928|isLocatedIn|2011-10-17|800687194768878|500000000000092
1934|isLocatedIn|2011-10-16|800687194768879|500000000000092
1945|isLocatedIn|2011-10-16|800687194768880|500000000000092
1956|isLocatedIn|2011-10-17|800687194768881|500000000000092
1969|isLocatedIn|2011-10-17|800687194768882|500000000000092
1975|isLocatedIn|2011-10-17|800687194768883|500000000000092
1986|isLocatedIn|2012-07-08|800962072675837|500000000000000
1997|isLocatedIn|2012-07-08|800962072675838|500000000000065
2010|isLocatedIn|2012-07-08|800962072675839|500000000000101
2020|isLocatedIn|2012-07-08|800962072675840|500000000000000
2029|isLocatedIn|2012-07-08|800962072675841|500000000000001
2040|isLocatedIn|2012-07-08|800962072675842|500000000000101
2056|isLocatedIn|2012-07-08|800962072675843|500000000000000
2071|isLocatedIn|2012-07-08|800962072675844|500000000000001
2084|isLocatedIn|2012-08-28|801030792152582|500000000000001
2097|isLocatedIn|2012-08-29|801030792152583|500000000000065
2111|isLocatedIn|2012-08-29|801030792152584|500000000000000
2121|isLocatedIn|2012-08-28|801030792152585|500000000000001
