REL_ID:IGNORE|:TYPE|:START_ID|:END_ID
26|isLocatedIn|100000000000000|500000000000059
32|isLocatedIn|100000000000001|500000000000059
36|isLocatedIn|100000000000002|500000000000059
41|isLocatedIn|100000000000003|500000000000059
51|isLocatedIn|100000000000004|500000000000059
55|isLocatedIn|100000000000005|500000000000059
65|isLocatedIn|100000000000006|500000000000059
70|isLocatedIn|100000000000007|500000000000060
76|isLocatedIn|100000000000008|500000000000060
81|isLocatedIn|100000000000009|500000000000060
85|isLocatedIn|100000000000010|500000000000060
91|isLocatedIn|100000000000011|500000000000060
94|isLocatedIn|100000000000012|500000000000002
98|isLocatedIn|100000000000013|500000000000002
101|isLocatedIn|100000000000014|500000000000002
105|isLocatedIn|100000000000015|500000000000002
110|isLocatedIn|100000000000016|500000000000002
112|isLocatedIn|100000000000017|500000000000002
118|isLocatedIn|100000000000018|500000000000002
120|isLocatedIn|100000000000019|500000000000002
127|isLocatedIn|100000000000020|500000000000002
129|isLocatedIn|100000000000021|500000000000061
135|isLocatedIn|100000000000022|500000000000061
141|isLocatedIn|100000000000023|500000000000061
147|isLocatedIn|100000000000024|500000000000061
152|isLocatedIn|100000000000025|500000000000061
157|isLocatedIn|100000000000026|500000000000061
163|isLocatedIn|100000000000027|500000000000061
168|isLocatedIn|100000000000028|500000000000061
173|isLocatedIn|100000000000029|500000000000061
177|isLocatedIn|100000000000030|500000000000061
183|isLocatedIn|100000000000031|500000000000061
188|isLocatedIn|100000000000032|500000000000061
195|isLocatedIn|100000000000033|500000000000061
199|isLocatedIn|100000000000034|500000000000062
205|isLocatedIn|100000000000035|500000000000062
211|isLocatedIn|100000000000036|500000000000062
215|isLocatedIn|100000000000037|500000000000062
220|isLocatedIn|100000000000038|500000000000062
224|isLocatedIn|100000000000039|500000000000062
228|isLocatedIn|100000000000040|500000000000062
233|isLocatedIn|100000000000041|500000000000062
239|isLocatedIn|100000000000042|500000000000062
244|isLocatedIn|100000000000043|500000000000062
249|isLocatedIn|100000000000044|500000000000062
254|isLocatedIn|100000000000045|500000000000062
259|isLocatedIn|100000000000046|500000000000062
276|isLocatedIn|100000000000047|500000000000062
280|isLocatedIn|100000000000048|500000000000062
286|isLocatedIn|100000000000049|500000000000062
289|isLocatedIn|100000000000050|500000000000062
295|isLocatedIn|100000000000051|500000000000062
300|isLocatedIn|100000000000052|500000000000062
305|isLocatedIn|100000000000053|500000000000062
312|isLocatedIn|100000000000054|500000000000062
314|isLocatedIn|100000000000055|500000000000062
320|isLocatedIn|100000000000056|500000000000062
327|isLocatedIn|100000000000057|500000000000062
331|isLocatedIn|100000000000058|500000000000062
337|isLocatedIn|100000000000059|500000000000062
341|isLocatedIn|100000000000060|500000000000062
351|isLocatedIn|100000000000061|500000000000062
355|isLocatedIn|100000000000062|500000000000062
360|isLocatedIn|100000000000063|500000000000062
365|isLocatedIn|100000000000064|500000000000062
370|isLocatedIn|100000000000065|500000000000062
372|isLocatedIn|100000000000066|500000000000062
376|isLocatedIn|100000000000067|500000000000062
378|isLocatedIn|100000000000068|500000000000062
383|isLocatedIn|100000000000069|500000000000062
387|isLocatedIn|100000000000070|500000000000062
391|isLocatedIn|100000000000071|500000000000062
395|isLocatedIn|100000000000072|500000000000062
400|isLocatedIn|100000000000073|500000000000062
404|isLocatedIn|100000000000074|500000000000062
409|isLocatedIn|100000000000075|500000000000062
410|isLocatedIn|100000000000076|500000000000062
414|isLocatedIn|100000000000077|500000000000062
419|isLocatedIn|100000000000078|500000000000062
422|isLocatedIn|100000000000079|500000000000003
426|isLocatedIn|100000000000080|500000000000003
430|isLocatedIn|100000000000081|500000000000003
433|isLocatedIn|100000000000082|500000000000003
434|isLocatedIn|100000000000083|500000000000003
435|isLocatedIn|100000000000084|500000000000003
436|isLocatedIn|100000000000085|500000000000003
437|isLocatedIn|100000000000086|500000000000003
438|isLocatedIn|100000000000087|500000000000003
439|isLocatedIn|100000000000088|500000000000003
440|isLocatedIn|100000000000089|500000000000003
441|isLocatedIn|100000000000090|500000000000003
442|isLocatedIn|100000000000091|500000000000003
443|isLocatedIn|100000000000092|500000000000003
444|isLocatedIn|100000000000093|500000000000003
445|isLocatedIn|100000000000094|500000000000003
446|isLocatedIn|100000000000095|500000000000003
447|isLocatedIn|100000000000096|500000000000003
448|isLocatedIn|100000000000097|500000000000003
449|isLocatedIn|100000000000098|500000000000003
451|isLocatedIn|100000000000099|500000000000003
452|isLocatedIn|100000000000100|500000000000004
454|isLocatedIn|100000000000101|500000000000004
456|isLocatedIn|100000000000102|500000000000004
458|isLocatedIn|100000000000103|500000000000004
460|isLocatedIn|100000000000104|500000000000004
464|isLocatedIn|100000000000105|500000000000004
466|isLocatedIn|100000000000106|500000000000063
473|isLocatedIn|100000000000107|500000000000063
479|isLocatedIn|100000000000108|500000000000063
484|isLocatedIn|100000000000109|500000000000063
487|isLocatedIn|100000000000110|500000000000064
491|isLocatedIn|100000000000111|500000000000064
494|isLocatedIn|100000000000112|500000000000064
498|isLocatedIn|100000000000113|500000000000064
502|isLocatedIn|100000000000114|500000000000064
506|isLocatedIn|100000000000115|500000000000064
511|isLocatedIn|100000000000116|500000000000064
515|isLocatedIn|100000000000117|500000000000064
519|isLocatedIn|100000000000118|500000000000064
523|isLocatedIn|100000000000119|500000000000064
