REL_ID:IGNORE|:TYPE|:START_ID|:END_ID
2504|isPartOf|500000000000000|500000000001454
2519|isPartOf|500000000000001|500000000001454
2532|isPartOf|500000000000002|500000000001455
2546|isPartOf|500000000000003|500000000001456
2561|isPartOf|500000000000004|500000000001454
2578|isPartOf|500000000000005|500000000001457
2597|isPartOf|500000000000006|500000000001456
2607|isPartOf|500000000000007|500000000001456
2624|isPartOf|500000000000008|500000000001455
2636|isPartOf|500000000000009|500000000001456
2665|isPartOf|500000000000010|500000000001456
2682|isPartOf|500000000000011|500000000001458
2693|isPartOf|500000000000012|500000000001458
2709|isPartOf|500000000000013|500000000001456
2721|isPartOf|500000000000014|500000000001456
2737|isPartOf|500000000000015|500000000001458
2746|isPartOf|500000000000016|500000000001454
2769|isPartOf|500000000000017|500000000001454
2779|isPartOf|500000000000018|500000000001454
2794|isPartOf|500000000000019|500000000001454
2805|isPartOf|500000000000020|500000000001456
2818|isPartOf|500000000000021|500000000001455
2832|isPartOf|500000000000022|500000000001455
2857|isPartOf|500000000000023|500000000001456
2868|isPartOf|500000000000024|500000000001456
2884|isPartOf|500000000000025|500000000001455
2896|isPartOf|500000000000026|500000000001455
2918|isPartOf|500000000000027|500000000001454
2929|isPartOf|500000000000028|500000000001455
2942|isPartOf|500000000000029|500000000001459
2966|isPartOf|500000000000030|500000000001458
2982|isPartOf|500000000000031|500000000001456
2995|isPartOf|500000000000032|500000000001456
3012|isPartOf|500000000000033|500000000001454
3028|isPartOf|500000000000034|500000000001458
3044|isPartOf|500000000000035|500000000001459
3064|isPartOf|500000000000036|500000000001458
3074|isPartOf|500000000000037|500000000001456
3090|isPartOf|500000000000038|500000000001456
3100|isPartOf|500000000000039|500000000001455
3115|isPartOf|500000000000040|500000000001456
3133|isPartOf|500000000000041|500000000001454
3153|isPartOf|500000000000042|500000000001456
3161|isPartOf|500000000000043|500000000001456
3178|isPartOf|500000000000044|500000000001455
3189|isPartOf|500000000000045|500000000001456
3204|isPartOf|500000000000046|500000000001454
3213|isPartOf|500000000000047|500000000001457
3230|isPartOf|500000000000048|500000000001456
3246|isPartOf|500000000000049|500000000001457
3257|isPartOf|500000000000050|500000000001456
3272|isPartOf|500000000000051|500000000001454
3283|isPartOf|500000000000052|500000000001454
3301|isPartOf|500000000000053|500000000001458
3311|isPartOf|500000000000054|500000000001454
3326|isPartOf|500000000000055|500000000001454
3343|isPartOf|500000000000056|500000000001456
3358|isPartOf|500000000000057|500000000001458
3376|isPartOf|500000000000058|500000000001454
3385|isPartOf|500000000000059|500000000001454
3400|isPartOf|500000000000060|500000000001455
3412|isPartOf|500000000000061|500000000001457
3428|isPartOf|500000000000062|500000000001459
3439|isPartOf|500000000000063|500000000001456
3455|isPartOf|500000000000064|500000000001456
3464|isPartOf|500000000000065|500000000001454
3481|isPartOf|500000000000066|500000000001458
3489|isPartOf|500000000000067|500000000001454
3505|isPartOf|500000000000068|500000000001455
3517|isPartOf|500000000000069|500000000001457
3532|isPartOf|500000000000070|500000000001457
3547|isPartOf|500000000000071|500000000001458
3559|isPartOf|500000000000072|500000000001456
3576|isPartOf|500000000000073|500000000001455
3585|isPartOf|500000000000074|500000000001455
3599|isPartOf|500000000000075|500000000001456
3608|isPartOf|500000000000076|500000000001455
3625|isPartOf|500000000000077|500000000001456
3640|isPartOf|500000000000078|500000000001456
3650|isPartOf|500000000000079|500000000001456
3673|isPartOf|500000000000080|500000000001454
3687|isPartOf|500000000000081|500000000001456
3705|isPartOf|500000000000082|500000000001454
3716|isPartOf|500000000000083|500000000001455
