REL_ID:IGNORE|:TYPE|creationDate:Date|:START_ID|:END_ID
2380|hasCreator|2012-07-29|701030792151040|221990232555526
2410|hasCreator|2012-07-29|701030792151041|221990232555526
2444|hasCreator|2012-07-29|701030792151042|221990232555526
2473|hasCreator|2012-07-29|701030792151043|221990232555526
2493|hasCreator|2012-07-29|701030792151044|221990232555526
2527|hasCreator|2012-07-29|701030792151045|221990232555526
2543|hasCreator|2012-07-29|701030792151046|221990232555526
2559|hasCreator|2012-07-29|701030792151047|221990232555526
2579|hasCreator|2012-07-29|701030792151048|221990232555526
2605|hasCreator|2012-07-29|701030792151049|221990232555526
2620|hasCreator|2012-07-29|701030792151050|221990232555526
2633|hasCreator|2012-07-29|701030792151051|221990232555526
2667|hasCreator|2012-07-29|701030792151052|221990232555526
2686|hasCreator|2012-07-29|701030792151053|221990232555526
2703|hasCreator|2012-07-29|701030792151054|221990232555526
2719|hasCreator|2012-07-29|701030792151055|221990232555526
2740|hasCreator|2012-07-29|701030792151056|221990232555526
2754|hasCreator|2012-07-29|701030792151057|221990232555526
2819|hasCreator|2012-07-29|701030792151058|221990232555526
2836|hasCreator|2012-06-05|700962072674323|221990232555526
2854|hasCreator|2012-06-05|700962072674324|221990232555526
2870|hasCreator|2012-06-05|700962072674325|221990232555526
2889|hasCreator|2012-06-05|700962072674326|221990232555526
2907|hasCreator|2012-06-05|700962072674327|221990232555526
2936|hasCreator|2012-06-05|700962072674328|221990232555526
2958|hasCreator|2012-06-05|700962072674329|221990232555526
2971|hasCreator|2012-06-05|700962072674330|221990232555526
2991|hasCreator|2012-06-05|700962072674331|221990232555526
3008|hasCreator|2012-06-05|700962072674332|221990232555526
3029|hasCreator|2012-06-05|700962072674333|221990232555526
3046|hasCreator|2012-06-05|700962072674334|221990232555526
3083|hasCreator|2012-06-05|700962072674335|221990232555526
3105|hasCreator|2012-06-05|700962072674336|221990232555526
3127|hasCreator|2012-06-05|700962072674337|221990232555526
3150|hasCreator|2012-06-05|700962072674338|221990232555526
3174|hasCreator|2011-10-06|700687194767395|221990232555526
3197|hasCreator|2011-10-06|700687194767396|221990232555526
3219|hasCreator|2011-10-06|700687194767397|221990232555526
3233|hasCreator|2011-10-06|700687194767398|221990232555526
3255|hasCreator|2011-10-06|700687194767399|221990232555526
3270|hasCreator|2011-10-06|700687194767400|221990232555526
3292|hasCreator|2011-10-06|700687194767401|221990232555526
3322|hasCreator|2012-03-05|700824633720875|221990232555526
3342|hasCreator|2012-03-05|700824633720876|221990232555526
3371|hasCreator|2012-01-27|700824633720893|221990232555526
3388|hasCreator|2012-01-27|700824633720894|221990232555526
3410|hasCreator|2012-01-27|700824633720895|221990232555526
3441|hasCreator|2012-01-27|700824633720896|221990232555526
3461|hasCreator|2012-01-27|700824633720897|221990232555526
3476|hasCreator|2012-01-27|700824633720898|221990232555526
3496|hasCreator|2012-01-27|700824633720899|221990232555526
3518|hasCreator|2012-01-27|700824633720900|221990232555526
3546|hasCreator|2012-01-27|700824633720901|221990232555526
3565|hasCreator|2012-01-27|700824633720902|221990232555526
3588|hasCreator|2012-01-27|700824633720903|221990232555526
3606|hasCreator|2012-01-27|700824633720904|221990232555526
3626|hasCreator|2012-01-27|700824633720905|221990232555526
3647|hasCreator|2012-01-27|700824633720906|221990232555526
3669|hasCreator|2012-01-27|700824633720907|221990232555526
3688|hasCreator|2012-01-27|700824633720908|221990232555526
3711|hasCreator|2012-01-27|700824633720909|221990232555526
